,ISBN,bookAuthor,author_gender,birthplace
3548,425100650,Dean R. Koontz,male, United States    
3550,034538430X,Dean R. Koontz,male, United States    
3552,425132951,Dean R. Koontz,male, United States    
3554,425057771,Dean R. Koontz,male, United States    
3556,042518109X,Dean R. Koontz,male, United States    
3558,553580221,Dean R. Koontz,male, United States    
3560,425128164,Dean R. Koontz,male, United States    
3562,425107469,Dean R. Koontz,male, United States    
3564,425130711,Dean R. Koontz,male, United States    
3566,553801376,Dean R. Koontz,male, United States    
3568,425075699,Dean R. Koontz,male, United States    
3570,425085325,Dean R. Koontz,male, United States    
3572,042511984X,Dean R. Koontz,male, United States    
3574,553801341,Dean R. Koontz,male, United States    
3576,425104346,Dean R. Koontz,male, United States    
3578,425158594,Dean R. Koontz,male, United States    
3580,425136981,Dean R. Koontz,male, United States    
3582,425147517,Dean R. Koontz,male, United States    
3584,345386108,Dean R. Koontz,male, United States    
3586,425071871,Dean R. Koontz,male, United States    
3588,399135790,Dean R. Koontz,male, United States    
3590,425119920,Dean R. Koontz,male, United States    
3592,970998716,Dean R. Koontz,male, United States    
3594,055310666X,Dean R. Koontz,male, United States    
3596,425140032,Dean R. Koontz,male, United States    
3598,425047075,Dean R. Koontz,male, United States    
3600,425097773,Dean R. Koontz,male, United States    
3602,425127583,Dean R. Koontz,male, United States    
3604,8401495571,Dean R. Koontz,male, United States    
3606,044651490X,Dean R. Koontz,male, United States    
3608,044651974X,Dean R. Koontz,male, United States    
3610,425098605,Dean R. Koontz,male, United States    
3612,425071278,Dean R. Koontz,male, United States    
3614,1560549785,Dean R. Koontz,male, United States    
3616,399133194,Dean R. Koontz,male, United States    
3618,1570422877,Dean R. Koontz,male, United States    
3620,399138994,Dean R. Koontz,male, United States    
3622,425081923,Dean R. Koontz,male, United States    
3624,553840215,Dean R. Koontz,male, United States    
3626,425097609,Dean R. Koontz,male, United States    
3628,039913591X,Dean R. Koontz,male, United States    
3630,425127265,Dean R. Koontz,male, United States    
3632,399134980,Dean R. Koontz,male, United States    
3634,679425241,Dean R. Koontz,male, United States    
3636,425064476,Dean R. Koontz,male, United States    
3638,399133909,Dean R. Koontz,male, United States    
3640,606298347,Dean R. Koontz,male, United States    
3642,399136738,Dean R. Koontz,male, United States    
3644,1570422990,Dean R. Koontz,male, United States    
3646,785754652,Dean R. Koontz,male, United States    
3648,399132635,Dean R. Koontz,male, United States    
3650,425162028,Dean R. Koontz,male, United States    
3652,399139273,Dean R. Koontz,male, United States    
3654,425116735,Dean R. Koontz,male, United States    
3656,399131434,Dean R. Koontz,male, United States    
3658,8401495423,Dean R. Koontz,male, United States    
3660,425091155,Dean R. Koontz,male, United States    
3662,425065685,Dean R. Koontz,male, United States    
3664,425099318,Dean R. Koontz,male, United States    
3666,399144420,Dean R. Koontz,male, United States    
3668,399137890,Dean R. Koontz,male, United States    
3670,425079937,Dean R. Koontz,male, United States    
3672,785778691,Dean R. Koontz,male, United States    
3674,831743840,Dean R. Koontz,male, United States    
3676,613215109,Dean R. Koontz,male, United States    
3678,606192921,Dean R. Koontz,male, United States    
3680,425058522,Dean R. Koontz,male, United States    
3682,042513525x,Dean R. Koontz,male, United States    
3686,425140806,Dean R. Koontz,male, United States    
3688,606287973,Dean R. Koontz,male, United States    
3690,743529049,Dean R. Koontz,male, United States    
3692,606288023,Dean R. Koontz,male, United States    
3694,055310666x,Dean R. Koontz,male, United States    
3696,425093166,Dean R. Koontz,male, United States    
3698,671888587,Mary Higgins Clark,female, United States  
3702,671867156,Mary Higgins Clark,female, United States  
3706,671004573,Mary Higgins Clark,female, United States  
3710,671867113,Mary Higgins Clark,female, United States  
3714,743229878,Mary Higgins Clark,female, United States  
3718,671673688,Mary Higgins Clark,female, United States  
3722,743412621,Mary Higgins Clark,female, United States  
3726,743206053,Mary Higgins Clark,female, United States  
3730,743206045,Mary Higgins Clark,female, United States  
3734,743230051,Mary Higgins Clark,female, United States  
3738,671793489,Mary Higgins Clark,female, United States  
3742,671004565,Mary Higgins Clark,female, United States  
3746,743212002,Mary Higgins Clark,female, United States  
3750,684835983,Mary Higgins Clark,female, United States  
3754,671027123,Mary Higgins Clark,female, United States  
3758,743246918,Mary Higgins Clark,female, United States  
3762,8484509125,Mary Higgins Clark,female, United States  
3766,671004549,Mary Higgins Clark,female, United States  
3770,684832380,Mary Higgins Clark,female, United States  
3774,684810387,Mary Higgins Clark,female, United States  
3778,671867172,Mary Higgins Clark,female, United States  
3782,440200989,Mary Higgins Clark,female, United States  
3786,671568175,Mary Higgins Clark,female, United States  
3790,671004530,Mary Higgins Clark,female, United States  
3794,2253171395,Mary Higgins Clark,female, United States  
3798,2253054747,Mary Higgins Clark,female, United States  
3802,671701231,Mary Higgins Clark,female, United States  
3806,440195934,Mary Higgins Clark,female, United States  
3810,743206029,Mary Higgins Clark,female, United States  
3814,684835959,Mary Higgins Clark,female, United States  
3818,743460529,Mary Higgins Clark,female, United States  
3822,671867083,Mary Higgins Clark,female, United States  
3826,671741209,Mary Higgins Clark,female, United States  
3830,684835975,Mary Higgins Clark,female, United States  
3834,684810395,Mary Higgins Clark,female, United States  
3838,8401493129,Mary Higgins Clark,female, United States  
3842,671886665,Mary Higgins Clark,female, United States  
3846,671431285,Mary Higgins Clark,female, United States  
3850,671673653,Mary Higgins Clark,female, United States  
3854,671867091,Mary Higgins Clark,female, United States  
3858,684803968,Mary Higgins Clark,female, United States  
3862,671528203,Mary Higgins Clark,female, United States  
3866,671867164,Mary Higgins Clark,female, United States  
3870,848450820X,Mary Higgins Clark,female, United States  
3878,743206061,Mary Higgins Clark,female, United States  
3882,671741187,Mary Higgins Clark,female, United States  
3886,2253170127,Mary Higgins Clark,female, United States  
3890,2253170372,Mary Higgins Clark,female, United States  
3894,684856603,Mary Higgins Clark,female, United States  
3898,067100042X,Mary Higgins Clark,female, United States  
3902,671741195,Mary Higgins Clark,female, United States  
3906,8401491843,Mary Higgins Clark,female, United States  
3910,684832291,Mary Higgins Clark,female, United States  
3918,B00005NCS7,Mary Higgins Clark,female, United States  
3922,2253062731,Mary Higgins Clark,female, United States  
3926,787103314,Mary Higgins Clark,female, United States  
3930,671887939,Mary Higgins Clark,female, United States  
3934,671014919,Mary Higgins Clark,female, United States  
3938,440114764,Mary Higgins Clark,female, United States  
3942,743448944,Mary Higgins Clark,female, United States  
3946,684815451,Mary Higgins Clark,female, United States  
3954,2226125531,Mary Higgins Clark,female, United States  
3958,2253025488,Mary Higgins Clark,female, United States  
3962,785700099,Mary Higgins Clark,female, United States  
3966,671673661,Mary Higgins Clark,female, United States  
3970,743418131,Mary Higgins Clark,female, United States  
3974,3453130529,Mary Higgins Clark,female, United States  
3978,440181275,Mary Higgins Clark,female, United States  
3982,3453147103,Mary Higgins Clark,female, United States  
3986,671519182,Mary Higgins Clark,female, United States  
3990,671866400,Mary Higgins Clark,female, United States  
3994,8481300977,Mary Higgins Clark,female, United States  
3998,684863561,Mary Higgins Clark,female, United States  
4002,3453196155,Mary Higgins Clark,female, United States  
4006,3453864999,Mary Higgins Clark,female, United States  
4010,3453028724,Mary Higgins Clark,female, United States  
4014,3453007573,Mary Higgins Clark,female, United States  
4018,3453024370,Mary Higgins Clark,female, United States  
4022,440115450,Mary Higgins Clark,female, United States  
4026,671015575,Mary Higgins Clark,female, United States  
4030,743228774,Mary Higgins Clark,female, United States  
4034,743212193,Mary Higgins Clark,female, United States  
4038,671778455,Mary Higgins Clark,female, United States  
4042,671043382,Mary Higgins Clark,female, United States  
4046,671043803,Mary Higgins Clark,female, United States  
4050,067167367X,Mary Higgins Clark,female, United States  
4054,8484504859,Mary Higgins Clark,female, United States  
4058,B00005Q8OL,Mary Higgins Clark,female, United States  
4062,152001794,Mary Higgins Clark,female, United States  
4066,3453213327,Mary Higgins Clark,female, United States  
4070,671043811,Mary Higgins Clark,female, United States  
4078,8401326060,Mary Higgins Clark,female, United States  
4082,345306125X,Mary Higgins Clark,female, United States  
4086,739417096,Mary Higgins Clark,female, United States  
4090,671556657,Mary Higgins Clark,female, United States  
4094,684831279,Mary Higgins Clark,female, United States  
4098,743523326,Mary Higgins Clark,female, United States  
4102,671469525,Mary Higgins Clark,female, United States  
4106,671037773,Mary Higgins Clark,female, United States  
4110,2253076880,Mary Higgins Clark,female, United States  
4114,2253076597,Mary Higgins Clark,female, United States  
4118,2253051349,Mary Higgins Clark,female, United States  
4122,684843307,Mary Higgins Clark,female, United States  
4126,1568490739,Mary Higgins Clark,female, United States  
4130,671047876,Mary Higgins Clark,female, United States  
4134,8484501507,Mary Higgins Clark,female, United States  
4142,739400134,Mary Higgins Clark,female, United States  
4150,3453136438,Mary Higgins Clark,female, United States  
4154,425183351,Mary Higgins Clark,female, United States  
4158,671010387,Mary Higgins Clark,female, United States  
4162,671789228,Mary Higgins Clark,female, United States  
4166,671252682,Mary Higgins Clark,female, United States  
4170,2253171883,Mary Higgins Clark,female, United States  
