,ISBN,bookTitle,book_average_rating
3096,679601929,Northanger Abbey (Modern Library (Hardcover)),4.55
3102,451521854,Sense and Sensibility,4.55
3108,3257229461,Die Abtei von Northanger.,4.55
3114,141439661,Sense and Sensibility (Penguin Classics),4.55
3120,1593080204,Pride and Prejudice (Barnes &amp; Noble Classics),4.55
3126,681218894,Emma,4.55
3132,749336269,Emma,4.55
3138,141439807,Mansfield Park (Penguin Classics),4.55
3144,8817123749,Orgoglio E Pregiudizio,4.55
3150,140432671,The Juvenilia of Jane Austen and Charlotte Bronte (Penguin Classics),4.55
3156,749336412,Emma,4.55
3162,451516621,Pride and Prejudice,4.55
3174,679409866,Persuasion (Everyman's Library (Cloth)),4.55
3180,812565886,Persuasion,4.55
3186,460018930,Northanger Abbey,4.55
3192,1551111314,Persuasion (Broadview Literary Texts),4.55
3198,451522265,Pride and Prejudice,4.55
3204,330029487,Mansfield Park; (Pan classics),4.55
3210,330029495,Sense and sensibility; (Pan classics),4.55
3216,393997715,Pride and Prejudice,4.55
3222,1551114798,Northanger Abbey,4.55
3228,451075226,Watsons,4.55
3234,141439580,Emma (Penguin Classics),4.55
3240,760727813,Persuasion,4.55
3246,582529131,Pride and Prejudice,4.55
3252,3257219644,GefÃ?Â¼hl und Verstand.,4.55
3258,451525019,Mansfield Park (Signet Classic),4.55
3264,8466304045,Orgullo y prejuicio,4.55
3270,8489854947,Lady Susan,4.55
3276,8432038776,Emma (Clasicos Universales Planeta),4.55
3282,192802372,Emma                                                                       ` (Oxford World's Classics),4.55
3288,395051010,Pride and Prejudice (Riverside Editions),4.55
3294,8437606780,Orgullo y Prejuicio,4.55
3300,393960188,Persuasion: Authoritative Text Backgrounds and Contexts Criticism (Norton Critical Editions),4.55
3306,786881836,Emma,4.55
3312,679601937,Emma (A Modern Library Giant),4.55
3318,192510215,Mansfield Park (The World's classics),4.55
3324,067941715X,Northanger Abbey (Everyman's Library),4.55
3330,679601910,Persuasion (Modern Library (Hardcover)),4.55
3336,394718925,The Complete Novels of Jane Austen,4.55
3342,1582791759,Mansfield Park,4.55
3354,517888335,The Illustrated Letters of Jane Austen,4.55
3360,192828231,Catharine and Other Writings (The World's Classics),4.55
3366,679601945,Mansfield Park (Modern Library of the World's Best Books),4.55
3372,019282760x,Pride and Prejudice (World's Classics),4.55
3378,671443895,PRIDE PREJUDICE,4.55
3384,140057749,Pride and prejudice,4.55
3390,451515536,Sense and Sensibility in Childbirth,4.55
3396,185326847X,Northanger Abbey,4.55
3402,140239316,Sense and Sensibility,4.55
3408,3895082333,Sense &amp; Sensibility (Konemann Classics),4.55
3414,3190025355,Pride and Prejudice,4.55
3420,395202841,Sanditon,4.55
3426,192804782,Sense and Sensibility (Oxford World's Classics),4.55
3432,192802380,Pride and Prejudice (Oxford World's Classics),4.55
3438,B00005BBW4,Sense and Sensibility,4.55
3444,078711068X,Emma (Ultimate Classics.),4.55
3450,8426108687,Orgullo Y Prejuicio,4.55
3456,1843910608,Love and Friendship,4.55
3462,019280264X,Mansfield Park (Oxford World's Classics),4.55
3468,192822845,Jane Austen: The Complete Novels,4.55
3474,760701660,Emma,4.55
3480,681218908,Sense and Sensibility,4.55
3486,393962946,Pride and Prejudice: An Authoritative Text Backgrounds and Sources Criticism (A Norton Critical Edition),4.55
3492,9580412340,Persuasion,4.55
3498,553582909,Icebound,3.89
3500,425181111,Strangers,3.89
3502,451181379,The Door to December,3.89
3504,425142485,The Funhouse,3.89
3506,451205421,The Door to December,3.89
3508,425124347,The Bad Place,3.89
3510,425115801,Lightning,3.89
3512,553582933,Winter Moon,3.89
3514,345384350,Icebound,3.89
3516,425101452,Phantoms,3.89
3518,425098648,Night Chills,3.89
3520,425181103,Phantoms,3.89
3522,425188809,Watchers,3.89
3524,425092178,Strangers,3.89
3526,034539657X,Dark Rivers of the Heart,3.89
3528,425144429,Mr. Murder,3.89
3530,399138749,Mr. Murder,3.89
3532,425118703,Midnight,3.89
3534,553582755,One Door Away from Heaven,3.89
3536,553582925,Tick Tock,3.89
3538,042513525X,Hideaway,3.89
3540,425153975,The Eyes of Darkness,3.89
3542,425121259,The Servants of Twilight,3.89
3544,399137734,Dragon Tears,3.89
3546,425099334,Shattered,3.89
3548,425100650,Twilight Eyes,3.89
3550,034538430X,TickTock,3.89
3552,425132951,The House of Thunder,3.89
3554,425057771,Phantom,3.89
3556,042518109X,Whispers,3.89
3558,553580221,False Memory,3.89
3560,425128164,The Voice of the Night,3.89
3562,425107469,Watchers,3.89
3564,425130711,Cold Fire,3.89
3566,553801376,One Door Away from Heaven,3.89
3568,425075699,Darkfall Can,3.89
3570,425085325,The Vision,3.89
3572,042511984X,The Face of Fear,3.89
3574,553801341,From the Corner of His Eye,3.89
3576,425104346,Darkfall,3.89
3578,425158594,Demon Seed,3.89
3580,425136981,Shadowfires,3.89
3582,425147517,The Key to Midnight,3.89
3584,345386108,Winter Moon,3.89
3586,425071871,Darkfall,3.89
3588,399135790,Cold Fire,3.89
3590,425119920,Strangers,3.89
3592,970998716,Dean Koontz: 3 Complete Novels (Dark Rivers of the Heart / Sole Survivor / Intensity),3.89
3594,055310666X,False Memory,3.89
3596,425140032,Dragon Tears,3.89
3598,425047075,Whispers,3.89
3600,425097773,Mask,3.89
3602,425127583,The Mask,3.89
3604,8401495571,Espejo Mortal,3.89
3606,044651490X,Oddkins: A Fable for All Ages,3.89
3608,044651974X,Strange Highways,3.89
3610,425098605,The Vision,3.89
3612,425071278,Night Chills,3.89
3614,1560549785,Cold Fire,3.89
3616,399133194,Lightning,3.89
3618,1570422877,Strange Highways (The Strange Highways Collection ; No. 1),3.89
3620,399138994,Mr. Murder,3.89
3622,425081923,The Face of Fear,3.89
3624,553840215,Fear Nothing,3.89
3626,425097609,Whispers,3.89
3628,039913591X,Cold Fire,3.89
3630,425127265,The Bone Yard (Night Visions VI),3.89
3632,399134980,The Bad Place,3.89
3634,679425241,Dark Rivers of the Heart: A Novel,3.89
3636,425064476,Whispers,3.89
3638,399133909,Midnight,3.89
3640,606298347,The Vision,3.89
3642,399136738,Hideaway,3.89
3644,1570422990,Strange Highways: The Chase,3.89
3646,785754652,Funhouse,3.89
3648,399132635,Watchers,3.89
3650,425162028,Phantoms,3.89
3652,399139273,Dean Koontz: Three Complete Novels : Strangers/the Voice of the Night/the Mask/3 Novels in 1 Volume,3.89
3654,425116735,Lightning Int,3.89
3656,399131434,Strangers,3.89
3658,8401495423,Relampagos,3.89
3660,425091155,Night Chills,3.89
3662,425065685,Phantoms Can,3.89
3664,425099318,Face of Fear,3.89
3666,399144420,Three Complete Novels: The Bad Place/Demon Seed/the Eyes of Darkness,3.89
3668,399137890,Dragon Tears Ltd Edit,3.89
3670,425079937,Phantoms,3.89
3672,785778691,Icebound,3.89
3674,831743840,Dragon Tears-22.95,3.89
3676,613215109,The Eyes of Darkness,3.89
3678,606192921,Tick-Tock,3.89
3680,425058522,Night Chills,3.89
3682,042513525x,Hideaway,3.89
3686,425140806,Dean Koontz #3/Boxed Set,3.89
3688,606287973,Icebound,3.89
3690,743529049,Dragon Tears (New on CD),3.89
3692,606288023,Midnight,3.89
3694,055310666x,False Memory,3.89
3696,425093166,Whispers,3.89
3698,671888587,I'll Be Seeing You,4.02
3702,671867156,Pretend You Don't See Her,4.02
3706,671004573,Before I Say Good-Bye,4.02
3710,671867113,Moonlight Becomes You,4.02
3714,743229878,Mount Vernon Love Story : A Novel of George and Martha Washington,4.02
3718,671673688,While My Pretty One Sleeps,4.02
3722,743412621,The Second Time Around : A Novel,4.02
3726,743206053,Kitchen Privileges : A Memoir,4.02
3730,743206045,Daddy's Little Girl,4.02
3734,743230051,He Sees You When You're Sleeping : A Novel,4.02
3738,671793489,All Around the Town,4.02
3742,671004565,We'll Meet Again,4.02
3746,743212002,Deck the Halls,4.02
3750,684835983,Before I Say Good-Bye : A Novel,4.02
3754,671027123,All Through the Night (Holiday Classics),4.02
3758,743246918,Silent Night/All Through the Night : Two Christmas Novels,4.02
3762,8484509125,El Ultimo Adios,4.02
3766,671004549,You Belong To Me,4.02
3770,684832380,"MY GAL SUNDAY LARGE PRINT : \Henry and Sunday\"" Stories""",4.02
3774,684810387,MOONLIGHT BECOMES YOU,4.02
3778,671867172,The Lottery Winner : Alvirah And Willy Stories,4.02
3782,440200989,Weep No More My Lady,4.02
3786,671568175,Let Me Call You Sweetheart,4.02
3790,671004530,On the Street Where You Live,4.02
3794,2253171395,Une si longue nuit,4.02
3798,2253054747,Ne pleure pas ma belle,4.02
3802,671701231,The Anastasia Syndrome,4.02
3806,440195934,Where Are the Children,4.02
3810,743206029,On the Street Where You Live : A Novel,4.02
3814,684835959,YOU BELONG TO ME,4.02
3818,743460529,Daddy's Little Girl,4.02
3822,671867083,REMEMBER ME,4.02
3826,671741209,Stranger Is Watching,4.02
3830,684835975,We'll Meet Again,4.02
3834,684810395,Pretend You Don't See Her,4.02
3838,8401493129,Misterio En La Clinica: Misterio En La Clinica,4.02
3842,671886665,A Cry In The Night,4.02
3846,671431285,CRY IN NIGHT,4.02
3850,671673653,All Around the Town,4.02
3854,671867091,Remember Me,4.02
3858,684803968,LET ME CALL YOU SWEETHEART,4.02
3862,671528203,Stillwatch,4.02
3866,671867164,The Lottery Winner: Alvirah and Willy Stories,4.02
3870,848450820X,Secuestro En Nueva York,4.02
3878,743206061,The Second Time Around : A Novel,4.02
3882,671741187,Where Are the Children?,4.02
3886,2253170127,Douce nuit,4.02
3890,2253170372,La Maison du clair de lune,4.02
3894,684856603,All Through The Night : A Suspense Story,4.02
3898,067100042X,Silent Night : A Christmas Suspense Story,4.02
3902,671741195,The Cradle Will Fall,4.02
3906,8401491843,Mientras Mi Preciosa Duerme : While My Pretty One Sleeps (Spanish),4.02
3910,684832291,My Gal Sunday,4.02
3918,B00005NCS7,Moonlight Becomes You,4.02
3922,2253062731,Le FantÃ?Â´me de Lady Margaret,4.02
3926,787103314,Plumbing for Willy (Select Sound Buys),4.02
3930,671887939,REMEMBER ME,4.02
3934,671014919,My Gal Sunday,4.02
3938,440114764,The cradle will fall,4.02
3942,743448944,Mount Vernon Love Story : A Novel of George and Martha Washington,4.02
3946,684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,4.02
3954,2226125531,Dans la rue oÃ?Â¹ vit celle que j'aime,4.02
3958,2253025488,La Nuit du renard,4.02
3962,785700099,All Around the Town,4.02
3966,671673661,I'LL BE SEEING YOU,4.02
3970,743418131,Deck the Halls (Holiday Classics),4.02
3974,3453130529,Stille Nacht.,4.02
3978,440181275,A Stranger Is Watching,4.02
3982,3453147103,Sieh dich nicht um.,4.02
3986,671519182,The Night Awakens : A Mystery Writers of America Anthology,4.02
3990,671866400,I'LL BE SEEING YOU,4.02
3994,8481300977,Un Cadaver En El Armario,4.02
3998,684863561,Where Are the Children?,4.02
4002,3453196155,Du entkommst mir nicht.,4.02
4006,3453864999,Denn vergeben wird dir nie.,4.02
4010,3453028724,Die Gnadenfrist. Roman.,4.02
4014,3453007573,Das Haus am Potomac. Roman.,4.02
4018,3453024370,Schrei in der Nacht. Psycho- Thriller.,4.02
4022,440115450,The Cradle Will Fall,4.02
4026,671015575,The Plot Thickens,4.02
4030,743228774,Daddy's Little Girl,4.02
4034,743212193,On the Street Where You Live : A Novel,4.02
4038,671778455,All Around The Town,4.02
4042,671043382,All Through The Night : A Suspense Story,4.02
4046,671043803,Well Meet Again Unabridged,4.02
4050,067167367X,The Anastasia Syndrome and Other Stories,4.02
4054,8484504859,Un Extrano Acecha,4.02
4058,B00005Q8OL,My Gal Sunday,4.02
4062,152001794,Bad Behavior,4.02
4066,3453213327,Sieh dich nicht um.,4.02
4070,671043811,We'll Meet Again,4.02
4078,8401326060,AcuÃ©rdate de mÃ­,4.02
4082,345306125X,TÃ?Â¶dliche Fesseln. Vierzehn mÃ?Â¶rderische Geschichten.,4.02
4086,739417096,On the Street Where You Live,4.02
4090,671556657,WHILE MY PRETTY ONE SLEEPS,4.02
4094,684831279,MOONLIGHT BECOMES YOU (LARGE PRINT EDITION),4.02
4098,743523326,He Sees You While You're Sleeping,4.02
4102,671469525,Stillwatch,4.02
4106,671037773,Silent Night,4.02
4110,2253076880,Souviens-toi,4.02
4114,2253076597,Un jour tu verras--,4.02
4118,2253051349,Le DÃ?Â©mon du passÃ?Â©,4.02
4122,684843307,YOU BELONG TO ME LARGE PRINT EDITION,4.02
4126,1568490739,The Anastasia Syndrome and Other Stories,4.02
4130,671047876,Before I Say Good-Bye,4.02
4134,8484501507,Perdida En Su Memoria,4.02
4142,739400134,All Through the Night - A Suspense Story,4.02
4150,3453136438,Mondlicht steht dir gut.,4.02
4154,425183351,Murder in the Family,4.02
4158,671010387,We'll Meet Again,4.02
4162,671789228,All Around the Town,4.02
4166,671252682,CRADLE WILL FALL,4.02
4170,2253171883,Vengeances mortelles,4.02
4174,2253029335,La Clinique du docteur H.,4.02
4178,2226093257,Ni vue ni connue,4.02
4182,770107842,Caribbean Blues (Paperjacks Fiction),4.02
4186,345309199X,Das fremde Gesicht.,4.02
4190,3453160797,Nimm dich in acht.,4.02
4194,2253076406,Nous n'irons plus au bois,4.02
4198,225303732X,Un cri dans la nuit,4.02
4202,613035399,A Cry in the Night,4.02
4206,785788506,Where Are the Children?,4.02
4210,3453124685,Ein Gesicht so schÃ?Â¶n und kalt.,4.02
4214,684821303,You Belong to Me,4.02
4218,671047884,Before I Say Good-bye,4.02
4222,743412613,Kitchen Privileges : A Memoir,4.02
4226,345307548X,DaÃ?Â? Du ewig denkst an mich. Roman.,4.02
4230,2253170615,Mauvaises maniÃ?Â¨res,4.02
4234,2226078339,Ce que vivent les roses,4.02
4238,2226064605,Un jour tu verras--,4.02
4242,3453186958,Nimm dich in acht.,4.02
4246,743518195,On The Street Where You Live Unabridged,4.02
4250,345316878X,Dass du ewig denkst an mich / Das fremde Gesicht. Zwei spannende Psychothriller.,4.02
4254,3453045440,Das Anastasia- Syndrom. Roman.,4.02
4258,067168812X,The ANASTASIA SYNDROME,4.02
4262,373165366,Groom Uknown (Harlequin American Romance No 536),4.02
4266,743520564,Daddy's Little Girl,4.02
4270,345318761X,Das Haus am Potomac. Roman.,4.02
4274,743520548,Daddy's Little Girl,4.02
4278,671047892,Before I Say Good Bye Unabridged Unabridged,4.02
4282,671724126,ANASTASIA SYNDROME (EXPORT),4.02
4286,3453196015,Vergiss die Toten nicht.,4.02
4290,613034813,The Lottery Winner,4.02
4294,3453179609,In einer Winternacht.,4.02
4298,2253041440,La Maison du guÃ?Âªt,4.02
4302,671219421,WHERE ARE CHILDREN (A Simon and Schuster Novel of Suspense),4.02
4306,067157521X,PRETEND YOU DON'T SEE HER,4.02
4310,743522877,Mount Vernon Love Story : A Novel of George and Martha Washington,4.02
4314,743520572,Daddy's Little Girl,4.02
4318,B00004THMF,My Gal Sunday : Henry and Sunday Stories,4.02
4322,3453169379,Mord unter Freunden.,4.02
4326,345386509X,Du entkommst mir nicht.,4.02
4330,671574205,MY GAL SUNDAY HENRY AND SUNDAY STORIES CASSETTE : Henry and Sunday Stories,4.02
4334,743233239,He Sees You When You're Sleeping,4.02
4338,671230719,STRANGER WATCHING,4.02
4342,1568490720,While My Pretty One Sleeps,4.02
4346,2253172669,Dans la rue oÃ?Â¹ vit celle que j'aime,4.02
4350,739409182,Before I Say Goodbye,4.02
4354,743200462,Before I Say Good Bye : A Novel,4.02
4358,671580663,YOU BELONG TO ME CASSETTE,4.02
4362,2253057649,Dors ma jolie,4.02
4366,2253172561,Trois jours avant NoÃ?Â«l,4.02
4370,3453177916,Wenn wir uns wiedersehen.,4.02
4374,743477219,Daddy's Little Girl,4.02
4378,671521284,LET ME CALL YOU SWEETHEART,4.02
4382,8401490715,Donde Estan Los Ninos?/Where Are the Children,4.02
4386,1568492642,All Around the Town,4.02
4390,2226079750,Douce nuit,4.02
4394,3453108361,Das Haus auf den Klippen.,4.02
4398,3453871251,Ein Gesicht so schÃ?Â¶n und kalt / Das Haus auf den Klippen. Zwei Psychotriller.,4.02
4402,8497594304,Donde Estan Los Ninos?,4.02
4406,2226108629,Et nous nous reverrons--,4.02
4410,3453187679,Nimm dich in acht.,4.02
4414,2226106081,Une si longue nuit,4.02
4418,743233808,Mount Vernon Love Story : A Novel of George and Martha Washington,4.02
4422,787117226,Stillwatch and a Cry in the Night,4.02
4426,743518225,Deck The Halls,4.02
4430,3453071220,Schrei in der Nacht / Schlangen im Paradies. Zwei Psychothriller in einem Band.,4.02
4434,553060767,PÃ¡lida como la luna,4.02
4438,553582747,From the Corner of His Eye,3.96
4442,3404136012,Wintermond. Unheimlicher Roman.,3.96
4446,3453131169,FlÃ?Â¼stern in der Nacht.,3.96
4450,3453092007,Die zweite Haut.,3.96
4454,553802496,Odd Thomas,3.96
4458,60294884,The Paper Doorway : Funny Verse and Nothing Worse,3.96
4462,425194515,Midnight,3.96
4466,3453171721,GeschÃ?Â¶pfe der Nacht.,3.96
4470,3404141849,Intensity.,3.96
4474,3404142187,Security. Unheimlicher Roman.,3.96
4478,3453162900,TÃ?Â¼r ins Dunkel / Die Spuren. Zwei spannende Psychothriller.,3.96
4482,446603392,Strange Highways,3.96
4486,3453075315,Die KÃ?Â¤lte des Feuers.,3.96
4490,3453056604,Mitternacht. Roman.,3.96
4494,3453033264,Schwarzer Mond. Roman.,3.96
4498,747236615,House of Thunder,3.96
4502,61053554,Santa's Twin,3.96
4506,64409848,The Paper Doorway : Funny Verse and Nothing Worse,3.96
4510,425192032,Lightning,3.96
4514,3548245641,Der Schutzengel.,3.96
4518,3404139291,Dunkle FlÃ?Â¼sse des Herzens.,3.96
4522,3453210492,DrachentrÃ?Â¤nen.,3.96
4526,3453024443,Wenn die Dunkelheit kommt. Ein unheimlicher Roman.,3.96
4530,3453082486,Das Versteck.,3.96
4534,3548254012,TÃ?Â¼r ins Dunkel.,3.96
4538,345314046X,Die zweite Haut / Die KÃ?Â¤lte des Feuers.,3.96
4542,613335864,False Memory,3.96
4546,3453097742,Nackte Angst.,3.96
4550,3404141415,Morgengrauen.,3.96
4554,3453025644,Die Augen der Dunkelheit. Roman.,3.96
4558,446531383,Strange Highways,3.96
4562,747208050,Dean Koontz Omnibus,3.96
4566,345316881X,Das Haus der Angst / Schattenfeuer. Zwei spannende Psychothriller.,3.96
4570,3453139658,Phantom. Unheil Ã?Â¼ber der Stadt.,3.96
4574,3404260821,Morgengrauen. Sonderausgabe.,3.96
4578,425195481,The Bad Place,3.96
4582,3453872533,Im Bann der Dunkelheit. Das zweite Abenteuer von Christopher Snow.,3.96
4586,3453869958,Der Geblendete.,3.96
4590,3404255666,Intensity.,3.96
4594,3453086635,Nachtstimmen.,3.96
4598,3453108159,Chase.,3.96
4602,8401495490,El lugar maldito,3.96
4606,3453178041,Mitternacht / Das Versteck. Zwei spannende Psychothriller.,3.96
4610,3404138902,Geisterbahn.,3.96
4614,553502719,By the Light of the Moon,3.96
4618,3453185366,FlÃ?Â¼stern in der Nacht.,3.96
4622,3404137159,Eiszeit.,3.96
4626,3453071514,Zwielicht. Roman.,3.96
4630,3453123298,Schutzengel / Nachtstimmen. Zwei spannende Psychothriller.,3.96
4634,753159538,The Mask,3.96
4638,3453063708,Vision. Roman.,3.96
4642,3453199316,Im Bann der Dunkelheit. Das zweite Abenteuer von Christopher Snow.,3.96
4646,613394763,Intensity,3.96
4650,3453210808,Stimmen der Angst.,3.96
4654,60085843,Every Day's a Holiday : Amusing Rhymes for Happy Times,3.96
